Last Date,Location,Total Hours,Total IVT,Max IVT,Total Precip,Avg. Direction,Return Period,1h ARI,3h ARI,6h ARI,12h ARI,1d ARI,Impact Level,Impact dates,Impact,Impact Information,Location,Impact Source,Notes,Wick Precip,Wick Return
,PAJN,,,,,,,NA,NA,1,NA,1,2,09/21/2002,Landslide,"Mudslide near limestone outlet near Juneau (53 km from airport), 1.674’’ in 24 hours, 2.8448’’ in 72, took out 2 transmission towers",PAJN,MD,Not in database but included because of high precipitation amounts,,
,JNNA2,,,,,,,,,,,,2,09/21/2002,Mudslide,"Mudslide near limestone outlet near Juneau (53 km from airport), 1.674’’ in 24 hours, 2.8448’’ in 72, took out 2 transmission towers-",JNNA2,MD,Not in database,0.95 on 21st,1
20020828_00Z,PAWG,84,3112.13,648.11,,192.1457143,,,,,,,0,08/28/2002,Action stage,Stikine at its 12th highest crest,PAWG,AHPS,,,
20020828_00Z,PAPG,60,2298.12,541.03,10.17,187.306,50,,,,,,0,08/28/2002,Action stage,Stikine river at 12th highest crest; no recorded impacts in petersburg,PAPG,AHPS,,2.17 on the 28th,1
20020813_12Z,JNNA2,48,2229.35,797.35,0.88,246.0325,<1,,,,,,0,08/13/2002,Action stage,Montana creek at 30th highest crest on 8/12; Mendenhall at its 28th highest on 8/13,JNNA2,AHPS,The 13th and the 12th had the 10th and 18th hgihest IVT values respectively,0.88 on 12th otherwise NA,1
20020813_12Z,PASI,60,2716.49,1003.24,0.46,250.464,<1,NA,NA,1,NA,1,1,08/12/2002,Flood stage,Indian river at its 4th highest crest,PASI,AHPS,13th was the 2nd highest IVT,,
20020813_12Z,PAJN,60,2499.36,778.51,1.84,246.508,<1,NA,NA,1,NA,1,0,08/12/2002,Action stage,"Montana creek at its 30th highest crest, Mendenhall at its 12th highest on the 13th",PAJN,AHPS,The 13th and the 12th were the 11th and and 15th highest IVT events respectively,,
20020813_12Z,PAYA,60,1977,602,,232.4,,NA,NA,1,NA,1,0,08/12/2002,Action flooding,Situk river at 11th highest overflow,PAYA,AHPS,,,
,Staney/PAKW,,,,,,,1,NA,1,NA,1,0,09/30/2001,Action stage,Staney creek was at 15th highest overflow,Staney/PAKW,AHPS,"This may be connected with a prior event but unsure, there is an event a week earlier in the AR database",,
20010923_00Z,PAKT,36,1876.42,661.1,6.22,186.9033333,<1,1,1,1,NA,1,0,09/23/2001,Action flooding.',Fish Creek at 23rd most overflow,PAKT,AHPS,,,
20010923_00Z,KTNA2,36,1921.27,733.96,3.2,186.1133333,<1,,,,,,0,09/23/2001,Action flooding.',Fish Creek at 23rd most overflow,KTNA2,AHPS,,0.04,1
20010914_12Z,PAJN,48,1551.35,438.39,1.66,207.2425,<1,NA,NA,1,NA,1,0,09/13/2001,Action stage,Montana creek at its 31st highest overflow,PAJN,AHPS,,,
20010914_12Z,JNNA2,48,1513.63,432.03,,208.51,,,,,,,0,09/13/2001,Action stage,Montana creek at 31st highest crest,JNNA2,AHPS,,NA,
,PAYA,,,,,,,1,NA,1,NA,1,0,07/23/2001,action flooding,Alsek river at 14th highest overflow,PAYA,AHPS,This is not in AR database,,
19991228_12Z,HOOA2,48,1778.75,496.4,3.65,220.975,2-5,,,,,,0,12/28/2000,No recorded impact in Hoonah,No recorded impact in Hoonah but big event in area with lots of rain,HOOA2,NEWS,widespread ar; 12/23/1999 -12/28/2000,,
20001012_00Z,PASI,24,718.73,402.89,2.42,216.205,<1,NA,NA,1,NA,1,1,10/11/2000,Flood stage,Indian river at its 7th highest crest,PASI,AHPS,Follows another ar event on the 7th,,
20001006_12Z,PAYA,24,1087,628,,169,,NA,NA,1,NA,1,0,10/09/2000,Flooding,"minor flooding in yakutat after 5 inches of rain in less than 24 hours, small streams flooding, flooding of low lying areas in inches of water",PAYA,NWS,the 6th was the 21st highest IVT value; 10/06/2000 - 10/09/2000,,
20000905_00Z,PASI,36,1353.33,507.41,3.25,229.1666667,<1,NA,NA,1,NA,1,1,09/04/2000,Flood stage,Indian river at 10th highest crest,PASI,AHPS,,,
20000822_00Z,PAKW,48,1682.18,752.21,1.09,227.9075,<1,1,NA,1,NA,1,2,08/22/2000,Flooding,Flooding along POW along small creeks and logging roads which became washed out,PAKW,APRFC,,,
20000822_12Z,PAKT,60,2247.12,835.95,6.12,222.428,<1,1,1,1,NA,1,0,08/22/2000,Action flooding.',Fish Creek at 22th most overflow',PAKT,AHPS,,,
20000822_12Z,KTNA2,60,2271.87,825.07,12.59,220.62,50,,,,,,0,08/22/2000,Action flooding.',Fish Creek at 22th most overflow',KTNA2,AHPS,The 21st had the 7th highest precip in KTNA2,,
,PAJN,,,,,,,NA,NA,1,NA,1,0,08/22/2000,Action stage,Mendenhall at 47th highest overflow,PAJN,AHPS,,,
,JNNA2,,,,,,,,,,,,0,08/22/2000,Action stage,Mendenhall at 47th highest crest,JNNA2,AHPS,Not in databse,NA,
20000725_00Z,PAKT,36,1335.43,581.58,6.01,178.6733333,1,1,1,1,NA,1,2,07/24/2000,Residential and street flooding',"Basements flooded along water street, small creaks flowed over-bank, pooling of water in low-lying areas'",PAKT,APRFC,23rd had the 24th highest precip at 4.72,,
20000725_00Z,KTNA2,36,1299.94,584.26,2.17,179.24,<1,,,,,,2,07/24/2000,Residential and street flooding',"Basements flooded along water street, small creaks flowed over-bank, pooling of water in low-lying areas'",KTNA2,APRFC,This event followed 2 ar events,,
,PAYA,,,,,,,NA,NA,1,NA,1,1,07/13/2000,"Flooding, action stage","Alsek at 10th highest overflow, minor flooding of low-lying areas and significant erosion along dirt roadways",PAYA,NWS,This is not in AR database; 07/12/2000 - 07/13/2000,,
,PAJN,,,,,,,NA,NA,2,NA,1,1,06/28/2000,"flooding,","Showers and thunderstorms dumped 1.86 inches of rain over mendenhall valley area in juneau in less tha n12 hours, ponding in low lying areas and city streets and minor flooding along montana creek",PAJN,"APRFC, NEWS",Not in AR database,,
,JNNA2,,,,,,,,,,,,1,06/28/2000,Flooding,Showers and thunderstorms dumped 1.86 inches of rain over mendenhall valley area in juneau in less than 12 hours; ponding in low lying areas and city streets; minor flooding along montana creek ,JNNA2,APRFC,Not in Database,NA,
19991228_12Z,PAGS,48,1800.65,515.42,4.76,220.2975,25,,,,,,3,12/28/1999,Flooding,Standing water in Gustavus as Rink Creek and Good river flowed over bank and across residential areas and main highways,PAGS,NEWS,the 27th was the 3rd highest precip event; 12/23/1999 - 12/28/1999,NA,
19991228_12Z,PAJN,48,1795.7,495.05,3.38,221.67,10-25,NA,NA,1,NA,5,3,12/28/1999,"Flooding, mudslides, flood stage","3-5 inches of rain, minor small stream flooding of joran creek in juneau airporte area. Flooded two home sand one business. Jordan creek flooded at least two homes and one business with 3ft of water, several residents along duck creek reported minor damage from water seeping into foundations and soaking flooring and carpets",PAJN,"APRFC, NEWS",,,
19991228_00Z,PAHN,36,1324.46,575.54,1.44,216.0166667,<1,1,NA,1,NA,1,2,12/28/1999,"Flooding, erosion","A culvert washed out milepost 9 on lutak, closign the highway temporarily",PAHN,NEWS,occured after another ar event,,
19991227_12Z,PAYA,24,1108,790,,221.5,,NA,NA,1,NA,2,1,12/28/1999,flooding,Minor flooding of small streams in yakutat,PAYA,IMG,12/23/1999 - 12/28/1999,,
19991224_12Z,HOOA2,24,1051.73,578.01,0.8,202.485,<1,,,,,,0,12/28/1999,No recorded impact in Hoonah,No recorded impact in Hoonah but big event in area with lots of rain,HOOA2,NEWS,widespread ar; 12/23/1999 -12/28/1999,,
19991228_12Z,JNNA2,48,1829.97,500.17,,222.445,,,,,,,3,12/27/1999,Flooding ,"3-5 inches of rain, minor small stream flooding of jordan creek in juneau airport area flooded two homes and one business; several residents along duck creek reported minor damage from water seeping into foundations and soaking flooring and carpets. ",JNNA2,"NEWS, NWS, APRFC",,NA,
19991228_00Z,PAGY,36,1292.93,541.49,,219.1766667,,NA,NA,NA,NA,NA,2,12/27/1999,Bankful rivers,"Skagway and Taiya rivers were near bankful but no flooding, in Haines a culvert washed out milepost 9 on Lutak, closing the highway temporarily",PAGY,"NEWS, NWS",Widespread event,,
19991228_00Z,HCSA2,36,1341.92,606.38,1.64,215.1566667,<1,,,,,,2,12/27/1999,Bankful rivers,"Skagway and Taiya rivers were near bankful but no flooding, in Haines a culvert washed out milepost 9 on Lutak, closing the highway temporarily",HCSA2,"NEWS, NWS",Following very wet days (specifically the 24th),NA,
19991101_12Z,HOOA2,24,802.89,531.71,3.18,192.835,5-10,,,,,,2,11/02/1999,Landslide,Major landslide in Hoonah resulting in major damage to home and loss of power to others,HOOA2,IHCA,THe 1st was the 3rd highest precip day,3.18 on the 1st,1
19991101_12Z,HOOA2,24,802.89,531.71,3.18,192.835,5-10,,,,,,4,11/01/1999,Flooding and mudslides,"8.0772’’ of rain in 24 hours, 10.033’’ in 72, Hoonah residents are cleaning up after a mudslide blocked a road, knocked a house off its foundation and caused a power outage. Mayor Albert Dick says heavy rains on Monday night left the whole town flooded. He says road crews were working day and night to keep culverts open. Dick says the mudslide was about 200 yards long and 50 feet wide. It pushed Paul and Mary Rudolph's house about two feet off its foundation and sent trees through the main floor. The couple wasn't at home at the time. Dick says the mudslide occurred after a 24-hour downpour hit ground already soaked by weeks of rain. He says he's concerned the towns main paved road will be undermined. And he estimates there's been about $40,000 worth of damage to the town.""this is the first time we have ever had something like this in Hoonah.",HOOA2,MD,The 1st had the 3rd hghest precipitation,3.18 on the 1st,1
19991022_12Z,PAKW,24,999.07,623.89,2.37,212.31,<1,1,NA,NA,NA,NA,3,10/21/1999,Flooding,"Flooding in klawock along half-mile creek, five homes evacuated, 3 had significant damages due to floods",PAKW,IHCA,Put as separate entry because the iHCA report says vaguely that his event was mid october of 1999,,
19991019_00Z,PAJN,24,758.22,396.15,0.07,232.625,<1,NA,NA,1,NA,1,1,10/20/1999,Flood stage,Montana creek at 13th highest crest,PAJN,AHPS,Not in AR database,,
19991022_12Z,PAKW,24,999.07,623.89,2.37,212.31,<1,1,NA,NA,NA,NA,0,10/20/1999,Action stage,Staney creek at 6th hightest overflow,PAKW,AHPS,22nd highest precipitation in Klawock area,,
19991019_12Z,PAYA,36,1272,598,,210.6666667,,NA,NA,2,NA,2,1,10/18/1999,flood stage,Situk river at its highest flooding,PAYA,AHPS,,,
19990923_12Z,PAYA,24,560,284,,180,,NA,NA,1,NA,1,1,09/24/1999,Action flooding,Situk river at 15th highest overflow,PAYA,AHPS,,,
,PAWG,,,,,,,,,,,,0,06/20/1999,Action stage,Stikine at its 11th highest crest,PAWG,AHPS,not in ar database,,
19990524_12Z,PAKT,60,2706.57,810.26,6.3,207.774,<1,1,1,1,NA,1,1,05/24/1999,flood stage',Fish Creek at 8th most overflow',PAKT,AHPS,,,
19990524_12Z,KTNA2,60,2711.68,791.46,9.58,208.984,5-10,,,,,,1,05/24/1999,flood stage',Fish Creek at 8th most overflow',KTNA2,AHPS,23rd was 4th highest precip,NA ,
19881130_12Z,PAKW,36,2143.55,878.75,,213.7233333,,NA,NA,1,NA,NA,3,11/30/1998,Floods and landslide,Several roads washed out by mudslides or small floods,PAKW,NEWS,12 and 23rd highest IVT,,
19981021_00Z,PAJN,72,2647.42,686.22,1.47,213.465,2-5,NA,NA,2,NA,5,4,10/20/1998,"Floods, mudslides, moderate flood stage, flood stage","6.28 inches of rainfall in 58 hours, water ponded over streets and parking lots, montana creek rose, lots of flooding from montana creek through back loop road into houses, mass wasting on a number of mountain slopes, slides along north douglas highway, on Thane road, downtown near cope park, glacier highway, 5 homes damaged in north douglass, AWARE women’s shelter was flooded with muddy water, mudslide completely collapsed section of Fritz Cove ROad and removed and destroyed a beachfront home from foundation.  most devastating slide removed portion of fritz cove road and destroyed a home. 1-2 million damage in personal property, heavy rainfall, major event, widespread flooding occurred along small streams. 2 feet of water in residential area in mendenhall valley",PAJN,"NEWS, APRFC",Big event. 21st had the 8th highest precip amount. 20th had the 27th highest IVT amount,,
19981021_12Z,JNNA2,84,2964.93,675.97,2,213.8257143,<1,,,,,,4,10/20/1998,"Flooding, moderate flood stage, flood stage","1-2 million damage in personal property, heavy rainfall, major event, widespread flooding occurred along small streams, montana creek rose above flood stage, 2 feet of water in residential area in mendenhall valley, number of mudslides occurred around juneau damaging homes roads and trails, most devastating slide removed portion of fritz cove road and destroyed a home. Juneau received 6-10 inches of rain in less than 48 hours.  6.28 inches of rainfall in 58 hours, water ponded over streets and parking lots, montana creek rose, lots of flooding from montana creek through back loop road into houses, mass wasting on a number of mountain slopes, slides along north douglas highway, on Thane road, downtown near cope park, glacier highway, 5 homes damaged in north douglass, AWARE women’s shelter was flooded with muddy water, mudslide completely collapsed section of Fritz Cove ROad and removed and destroyed a beachfront home from foundation. Mendenhall at 17th highest crest; Montana Creek at highest crest",JNNA2,"AHPS, NEWS, APRFC",THe 20th had the 27th and 28th highest IVT,NA,
19981021_00Z,PAGY,48,1806.19,594.97,2.15,210.935,1,NA,NA,1,NA,2,4,10/20/1998,Flooding and rockslides,"Flooding along Taiya and Skagway due to eavy rain oct 19-20. Haines measured 4.4 inches of rain in 24 hours. Park service campground near hains flooded, highways along river near skagway were damaged to erosion, mass wasting in Haines caused major damage to Lutak, other state roads and trails washed out, widespread flooding, N Skagway, Taiya crested at 19.26 and flooded campgrounds, Skagway reached 25.10 ft, highway along rivers sustained erosion damage and rockslides occured as well, in Haines, Chilkat went to 20.90 feet, campground was washed out and one home sustained water damage, rock and mud slides closed the haines highway and part of lutak road on 20th, haines totaled 4.4 inches of rain, 2.3 million dollars in damage estimated",PAGY,"NEWS, NWS",Widespread event,,
19981020_12Z,HCSA2,36,1511.79,568.68,3.88,209.1466667,5,,,,,,4,10/20/1998,Flooding and rockslides,"Flooding along Taiya and Skagway due to eavy rain oct 19-20. Haines measured 4.4 inches of rain in 24 hours. Park service campground near hains flooded, highways along river near skagway were damaged to erosion, mass wasting in Haines caused major damage to Lutak, other state roads and trails washed out, widespread flooding, N Skagway, Taiya crested at 19.26 and flooded campgrounds, Skagway reached 25.10 ft, highway along rivers sustained erosion damage and rockslides occured as well, in Haines, Chilkat went to 20.90 feet, campground was washed out and one home sustained water damage, rock and mud slides closed the haines highway and part of lutak road on 20th, haines totaled 4.4 inches of rain, 2.3 million dollars in damage estimated",HCSA2,"NEWS, NWS",20th was the 3rd highest precip in Haines; widespread ar event,3.58 on the 20th no AHNA,5
19981020_12Z,PAHN,36,1570.75,604.99,4.65,208.62,10,1,NA,NA,NA,10,4,10/20/1998,Flooding; mudslide,"in Haines, Chilkat went to 20.90 feet, campground was washed out and one home sustained water damage, rock and mud slides closed the haines highway and part of lutak road on 20th, haines totaled 4.4 inches of rain, 2.3 million dollars in damage estimated ",PAHN,NEWS,Widespread ar,,
19981021_12Z,PASI,84,3171.89,734.55,8.78,221.0028571,10,NA,NA,1,NA,1,0,10/20/1998,No impact in Sitka,No impact in Sitka but widespread AR event,PASI,"APRFC, NEWS",No impact in Sitka but widespread AR event,,
19960926_12Z,HOOA2,36,2002.32,928.41,4.03,239.4266667,10,,,,,,0,09/25/1998,Flooding,Hoonah have no damage but alot of rain,HOOA2,NEWS,The 25th was the 1st highest precip date in Hoonah,3.65 on the 25th,2
,PAWG,,,,,,,,,,,,0,05/31/1998,Action stage,Stikine at its 13th highest crest,PAWG,AHPS,not in ar database,,
,PAPG,,,,,,,,,,,,0,05/31/1998,Action stage,Stikine River at 13th highest crest; no recorded impacts in petersburg,PAPG,AHPS,,,
19970925_00Z,PAGY,72,2181.79,453.83,1.51,185.6316667,<1,NA,NA,1,NA,1,2,09/23/1997,Flooding,"In Skagway over 2 inches in 24 hours, Skagway river rose 5 feet, nearly bankfull, Skagway city piled rock along riverbank to mitigate erosion and overflowing dike",PAGY,NWS,,,
19970925_00Z,PAYA,72,2857,816,,164.1666667,,NA,NA,1,NA,1,1,09/22/1997,Flooding,rivers and streams around yakutat bankfull,PAYA,NWS,These are possibily the same event given that the AR event lasted 3 days,,
19970814_00Z,PAYA,48,1875,557,,246.25,,NA,NA,1 *on the 11th it was 10,NA,1,1,08/14/1997,flood stage,Alsek river at 4th highest overflow,PAYA,,,,
19970814_00Z,PAJN,48,2240.8,816.55,1.07,261.19,<1,NA,NA,1,NA,1,0,08/14/1997,Action stage,Mendenhall at 32nd highest crest,PAJN,AHPS,,,
19970814_00Z,JNNA2,48,2173.03,779.46,1.32,258.085,<1,,,,,,0,08/14/1997,Action stage,Mendenhall at 32nd highest crest,JNNA2,AHPS,The 13th had the 11th highest IVT,1.05 on the 13th,1
19970720_00Z,PASI,36,937.81,332.52,0.54,179.4633333,<1,NA,NA,1,NA,1,1,07/22/1997,Flooding,"strong showers leading to minor urban flooding as storm drains were filled beyond capacity, sitka airport received 1.05 inches of rain",PASI,NWS,The ar event was two days before the impact recorded,,
19970402_12Z,PAKW,24,949.55,506.88,,221.575,,1,NA,1,NA,NA,0,04/02/1997,Action stage,Staney creek at 8th highest overflow,PAKW,AHPS,,,
19960926_12Z,PAJN,36,1963.07,900.47,4.14,239.7333333,25,NA,NA,1,NA,5,4,09/25/1996,"Flooding, mudslides, flood stage","(Typhoon Tom) heavy rains in Juneau washed out roads, largest mudslides near gold creek lots of erosion, gold creek was over its banks,  Jordan creek flooded a parking lot, lake creek was a t bankfull, 2-3 homes on auke lake had water up to the houses near auke lake, montana creek was flooded, flood watch was issued for MEndenhall, did not flood strangely possibly because the river level before was low or possibly less snowmelt than before. mud several inches deep throughout a downtown neighborhood, mud sliding into driveways and some waterlogged homes, many roads closed on the day of rain including Gold creek Bridge at 12th street, 2 days later when article is says Basin road still closed and Wire road washed out and all destroyed, two day total of 4.16 inches of rain, fixing wire road could cost 500,000 he said. Mudslide near end of evergreen avenue, damage to maple street, driveways near wuke bay flowed downhill, and damage to gastineau avenue, homes flooded on auke lake. LArge slide came down on 12th street near cope park and damaged a house",PAJN,"NEWS, MD",The 26th had the 6th highest precip event and the 3rd highest IVT,,
19960926_12Z,JNNA2,36,1946.58,889.5,4.64,240.02,2,,,,,,4,09/25/1996,"Flooding, landslides, moderate flood stage","Mudslide in Juneau, numerous mudslides, large slide came down 12th street near cope park and damaged one house; Montana creek at 3rd highest crest; Wednesday 09/25/1996 (Typhoon Tom) heavy rains in Juneau washed out roads, largest mudslides near gold creek lots of erosion, gold creek was over its banks,  Jordan creek flooded a parking lot, lake creek was a t bankfull, 2-3 homes on auke lake had water up to the houses near auke lake, montana creek was flooded, flood watch was issued for MEndenhall, did not flood strangely possibly because the river level before was low or possibly less snowmelt than before. mud several inches deep throughout a downtown neighborhood, mud sliding into driveways and some waterlogged homes, many roads closed on the day of rain including Gold creek Bridge at 12th street, 2 days later when article is says Basin road still closed and Wire road washed out and all destroyed, two day total of 4.16 inches of rain, fixing wire road could cost 500,000 he said. Mudslide near end of evergreen avenue, damage to maple street, driveways near wuke bay flowed downhill, and damage to gastineau avenue, homes flooded on auke lake",JNNA2,"NEWS, AHPS","The 26th had the 3rd hgihest IVT, the 26th had the 16th highest crest",2.67 on the 26th big on 25th too,1
19960927_00Z,PAPG,48,2200.85,620.96,,250.9925,,,,,,,3,09/25/1996,"Widespread ar, flooding, landslide","No impact in petersburg;  Beyond petersburg Mudslide and washout on Basin road, Elfin Cove where a large mudslide (100-200 ft wide) damaged a home, another home was damaged by tree, had most rainfall at 8 inches, blocked trails leaving some homes inaccessible, minor washouts also reported in Tenakee Springs and WRangell, minor rock slide on Klondike Highway in Skagway, Angoon and Hoonah and pelican have no damage",PAPG,NEWS,"Widespread ar, ""typhoon tom"" no recorded impacts in petersburg",,
19960926_12Z,PAGY,36,1647.78,739.24,0.93,233.4466667,<1,NA,NA,1,NA,1,2,09/25/1996,landslide,minor rock slide on Klondike Highway in Skagway ,PAGY,NEWS,"Widespread event; most affected was juneau; 26th was the 4th highest IVT, 25th was the 24th",,
19960927_12Z,PAWG,60,2528.63,577.6,,252.488,,,,,,,1,09/25/1996,Washouts,minor washouts reported,PAWG,NEWS,widespread ar,,
19960926_12Z,PECA2,36,2298.77,1020.67,,239.9733333,,,,,,,0,09/25/1996,Flooding in area; no impacts recorded in Pelican,Flooding in area; no impacts recorded in Pelican,PECA2,NEWS,"The 26 and 25th were the 2nd and 17th highes IVT dates; widespread event in area, pelican had no damage reported however",,
19950911_12Z,PAJN,96,3151.42,571.27,3.13,192.69125,1,NA,NA,1,NA,1,3,09/11/1995,"Moderate flood stage, flooding, mudslides","Roads and campsites flooded, one home water damage on View drive another flooding on porch, 2 inches in 24 hours, View drive, montana creek road by skater’s cabin were closed due to flooding about a foot to 18 inches, water to campground over waist high, Mendenhall at 5th highest crest, Montana creek at flood stage with 7th highest crest, mudslide was reported near thunder moutain and blocked a culvert and flooded the coho",PAJN,"AHPS, NEWS, MD","This seems like a big event. The 10th was the 25th highest precip event in PAJN; 09/11/1995, 09/10/1995",,
19950912_00Z,JNNA2,108,3505.14,602.33,,196.4822222,,,,,,,3,09/10/1995,Flooding; moderate flood stage," 5.588’’ in 24, 10.7188’’ in 72, mudslide was reported near Thunder Mountain and blocked a culvert and flooded the coho; Mendenhall at 5th highest crest;  Roads and campsites flooded, one home water damage on View drive another flooding on porch, 2 inches in 24 hours, View drive, montana creek road by skater’s cabin were closed due to flooding about a foot to 18 inches, water to campground over waist high, 2.2 inches at Juneau airport; Montana creek at 7th highest crest",JNNA2,"NEWS, AHPS",,NA,
19940922_12Z,PAPG,48,2343.28,901.06,8.43,228.7475,25-50,,,,,,3,09/23/1994,Moderate flood stage,"Stikine at highest crest, flooding of cabins in wrangell near river; no recorded impacts in petersburg",PAPG,"AHPS, HYDRO",The 22nd and the 21st were the 1st and 21st highest precip events for petersburg,1.57 on the 23rd and 22nd,1
19900924_12Z,PAWG,24,843.64,531.28,0.7,216.425,<1,,,,,,2,09/23/1994,Moderate flood stage; flooding,"Stikine at its highest crest; flooding of stikine and the cabins along the river (all about halfway underwater), there was a big overflow of river",PAWG,"AHPS, HYDRO",Two conescutive AR events,0.7 on the 24th,1
19900922_00Z,PAWG,48,1362.31,383.32,2.36,240.08,<1,,,,,,2,09/22/1994,Moderate flood stage; flooding,"Stikine at its highest crest; flooding of stikine and the cabins along the river (all about halfway underwater), there was a big overflow of river",PAWG,"AHPS, HYDRO",Two conescutive AR events,0.87 on the 21st,1
19940925_12Z,PAJN,24,619.62,321.74,1.27,212.25,2,,,,,,1,09/22/1994,Flood stage,Mendenhall at 26th highest crest,PAJN,AHPS,"This entry is on the 25 though the event was on the 22. On the 21st there was the 16th highest precip event in PAJN with precip: 2.3	date: 19940921_12Z	IVT: 557.2	Transport Dir: 209.32",,
,PAYA,,,,,,,,,,,,1,08/10/1994,Action flooding,Alsek river at 15th highest overflow,PAYA,AHPS,This is not in AR databse,,
19931027_00Z,PAKW,36,2114.29,764.29,,220.4,,,,,,,1,10/26/1993,Flood stage,Staney creek at 2nd highest overflow,PAKW,AHPS,,,
19930923_00Z,PAJN,36,1293.43,559.19,1.1,221.8433333,<1,,,,,,3,09/22/1993,Moderate flood stage,Mendenhall at 13th highest crest,PAJN,AHPS,,,
19930204_12Z,PAKT,24,761.51,422.93,1.88,181.975,<1,,,,,,0,02/06/1993,Action flooding.',Fish Creek at 14th most overflow',PAKT,AHPS,,,
19930207_00Z,PAKT,24,1118.38,606.97,1.41,175.92,<1,,,,,,0,02/06/1993,Action flooding.',Fish Creek at 14th most overflow',PAKT,AHPS,,,
19930204_12Z,KTNA2,24,695.96,381.35,1.09,182.76,<1,,,,,,0,02/06/1993,Action flooding.',Fish Creek at 14th most overflow',KTNA2,AHPS,Two consecutive ar events,1.09,1
19930207_12Z,KTNA2,36,1368.14,538.97,0,179.4566667,<1,,,,,,0,02/06/1993,Action flooding.',Fish Creek at 14th most overflow',KTNA2,AHPS,Two consecutive ar events,NA,
Not deeemd AR but high IVT event,PAKW,,,,,,,,,,,,0,01/29/1993,Action stage,Staney Creek at its 7th highest overflow,PAKW,AHPS,This event was not listed as AR but was the 20th highest IVT event in this PAKW area,,
19920930_00Z,PAKT,60,2852.64,883.57,6.07,188.732,<1,,,,,,0,09/29/1992,Action flooding.',Fish creek at 25th most overflow',PAKT,AHPS,,,
19920930_00Z,KTNA2,60,2818.94,824.98,2.8,190.066,<1,,,,,,0,09/29/1992,Action flooding.',Fish creek at 25th most overflow',KTNA2,AHPS,,,1
19920817_12Z,PAJN,48,1769.14,612.56,1.81,212.0225,<1,,,,,,0,08/18/1992,Action stage,Mendenhall at 40th hgihest crest,PAJN,AHPS,,,
19920817_12Z,JNNA2,48,1837.19,619.17,2.69,212.235,<1,,,,,,0,08/18/1992,Action stage,Mendenhall at 40th highest crest,JNNA2,AHPS,Possibly linked to a GDL event on Taku of nolake on the 20th,NA,
,PAYA,,,,,,,,,,,,1,07/04/1992,Action flooding,Alsek river at 17th highest overflow,PAYA,AHPS,This is not in AR database,,
,PAWG,,,,,,,,,,,,0,06/17/1992,Action stage,Stikine at its 6th highest crest,PAWG,AHPS,not in ar database, 0.93 on the 18th,1
,PAPG,,,,,,,,,,,,0,06/17/1992,Action stage,Stikine at 6th highest crest,PAPG,AHPS,No recorded impacts in Petersburg,,
19911221_00Z,PAKW,24,706.42,407.65,,189.87,,,,,,,2,12/20/1991,Flooding,"Flooding in Klawock, rain covering local roads (6inches), 2ft at the hatchery",PAKW,"HYDRO, NWS",Date was given by Aaron,,
19910917_12Z,PAYA,24,1144,622,,175.5,,,,,,,1,09/17/1991,Action flooding,Situk river at 14th highest overflow,PAYA,AHPS,The 17th was the 23rd highest IVT,,
19910905_12Z,PAJN,24,724.54,381.36,1.07,172.45,<1,,,,,,0,09/06/1991,Action stage,Mendenhall at 38th highest crest,PAJN,AHPS,,,
19910817_12Z,PAYA,24,857,550,,188,,,,,,,1,08/18/1991,Action flooding,Alsek river at 16th highest overflow,PAYA,AHPS,,,
,Staney,,,,,,,,,,,,1,12/06/1990,flood stage,Staney Creek at 4th highest overflow,Staney,AHPS,Not in AR database,,
19900924_12Z,PAJN,48,2136.52,850.34,1.4,202.4275,<1,,,,,,1,09/24/1990,Flood stage,Mendenhall at 16th highest crest,PAJN,AHPS,The 23rd had the 9th highest IVT,,
19900922_00Z,JNNA2,48,1579.05,505.81,2.48,225.3825,<1,,,,,,1,09/24/1990,Flood stage,Mendenhall at 16th highest crest,JNNA2,AHPS,The 23rd had the 7th highest precip amount,2.04 on the 21st,1
19900924_12Z,JNNA2,48,2155.02,827.81,2.54,203.63,<1,,,,,,1,09/24/1990,Flood stage,Mendenhall at 16th highest crest,JNNA2,AHPS,The 23rd had the 7th highest precip amount,NA,
,PAYA,,,,,,,,,,,,2,09/22/1990,Action flooding,Situk river at 16th highest overflow,PAYA,AHPS,"12th highest IVT value on the 23rd : 657 IVT 19900923_00Z Date	179 Transport Dir.",,
19900810_00Z,PAYA,36,1218,416,,152.3333333,,,,,,,2,08/14/1990,Action flooding,Alsek river at 7th highest overflow,PAYA,AHPS,The impact and AR may not be the same as there is a 4 day difference,,
,PAWG,,,,,,,,,,,,0,06/04/1990,Action stage,Stikine at its 9th highest crest,PAWG,AHPS,not in ar database but follows high crest on Stikine on Canadian side,.05 on the 3rd,1
,PAYA,,,,,,,,,,,,2,07/12/1989,flood stage,Alsek river at 2nd highest overflow,PAYA,AHPS,THis is not in AR database,,
19881130_12Z,PAJN,36,1489.14,615.62,3.61,207.3566667,10,,,,,,4,12/29/1988,"Mudslides, urban flooding","urban flooding throughout downtown area 3.5-6 inches of rain, one house had to be diked to save it near glacier ave and behrends ave, water pooled blocking 3 of 4 lanes on Egan expressway, several roads washed out including fifth st, old glacier highway, basin rd, wire st, maple st, and willow st, gust over 60 mph, schools and businesses shut down, ½-¾ million dollars of damage",PAJN,"MD, NEWS","The 30th had the 4th highest precipitation for PAJN, widespread event",,
